salmon.id,Tag,FieldLength_mm,LabLength_mm,fish_mass,FultonCondition,PBTHatcheryAssignment,Year,otolith.width.mic,oe_ow,oe.julian.day,cap.julian.day,oceanres.d,ocean.growth,Basin,Station.Code,Sample.Date,Otolith_Category
44507,YES,165,160,48.1,1.07076269,Carson,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44511,YES,155,155,46.3,1.243328502,Carson,2021,2326.9,NA,NA,143,NA,NA,Mid,052321MC3,5/23/2021,4
44520,YES,157.05166,153,41.8,1.079067669,Carson,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44713,YES,148.8443,145,39,1.182681989,Carson,2021,2136.9,2024.7,NA,143,NA,NA,Mid,052321MC9,5/23/2021,4
44784,YES,150,146,36.5,1.081481481,Carson,2021,2183.1,2052.4,NA,144,NA,NA,Mid,052421MC11,5/24/2021,4
44810,YES,165,158,48.3,1.075214943,Carson,2021,2436.7,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44943,YES,168.33678,164,55.2,1.157182979,Carson,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44991,YES,168,162,48,1.012309686,Carson,2021,2409.3,2359.409,NA,144,NA,NA,Mid,052421MC15,5/24/2021,4
45048,YES,163,155,47.5,1.096808472,Carson,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45056,YES,146,137,34.3,1.1021369,Carson,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45085,YES,154,145,39.1,1.070568789,Carson,2021,2208.5,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45110,YES,160,154,41.5,1.013183594,Carson,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45207,YES,160,153,46.7,1.140136737,Carson,2021,2266.2,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45473,YES,152,144,40,1.139014434,Carson,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45476,YES,165.25902,161,50.6,1.121127446,Carson,2021,2416.7,NA,NA,145,NA,NA,Mid,052521MC23,5/25/2021,3
45642,YES,163,153,47.8,1.103735666,Carson,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45649,YES,170,160,52.8,1.074699761,Carson,2021,2457.2,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45804,YES,216,208,104.4,1.03595109,Chief Joseph,2021,3312.8,NA,NA,146,NA,NA,Upper,052621MC30,5/26/2021,3
44427,YES,142,137,22.9,0.79977982,Clearwater,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44474,YES,136,133,22.6,0.898445466,Clearwater,2021,2377.7,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44475,YES,169,167,37.5,0.776910791,Clearwater,2021,2695.1,2666.698,NA,143,NA,NA,Snake,052321MC3,5/23/2021,4
44489,YES,142,137,24.1,0.841689707,Clearwater,2021,2494.5,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44522,YES,148.8443,145,34.5,1.046218683,Clearwater,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44527,YES,150.89614,147,34.8,1.012849325,Clearwater,2021,2503.4,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44536,YES,144.74062,141,27.9,0.92009551,Clearwater,2021,2522.5,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44549,YES,148.8443,145,32.8,0.994665855,Clearwater,2021,2635.5,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44562,YES,143.7147,140,28.1,0.94667901,Clearwater,2021,2386.1,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44797,YES,166,162,41.2,0.900685062,Clearwater,2021,2560.1,2523.161,NA,144,NA,NA,Snake,052421MC11,5/24/2021,3
44915,YES,158,152,37.9,0.960877373,Clearwater,2021,2480.3,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45020,YES,154.99982,151,36,0.966738288,Clearwater,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45031,YES,146.79246,143,33.7,1.065414652,Clearwater,2021,2522.4,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45066,YES,162,153,41,0.964359167,Clearwater,2021,2699.8,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45077,YES,177,170,60.2,1.085617156,Clearwater,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45107,YES,176,NA,50.7,0.929972192,Clearwater,2021,2822.4,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45662,YES,162.18126,158,46.3,1.085372899,Clearwater,2021,2688.3,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45681,YES,170,165,53.3,1.084876842,Clearwater,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45782,YES,160,153,43.3,1.057128888,Clearwater,2021,2570.8,NA,NA,146,NA,NA,Snake,052621MC29,5/26/2021,3
45783,YES,168,162,47.6,1.00387374,Clearwater,2021,2742.8,NA,NA,146,NA,NA,Snake,052621MC29,5/26/2021,4
44385,YES,125.24814,122,16.7,0.849968118,Dworshak,2021,2219.7,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44462,YES,128.3259,125,20.2,0.955891125,Dworshak,2021,2277.3,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44463,YES,129.35182,126,18.7,0.864020393,Dworshak,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44504,YES,152,150,33.8,0.962467175,Dworshak,2021,2368.1,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44505,YES,152,148,33.1,0.9425344,Dworshak,2021,2080.3,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44566,YES,135.50734,132,26.5,1.065019141,Dworshak,2021,2183.5,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44576,YES,140,137,24.6,0.896501472,Dworshak,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44580,YES,141,140,31.4,1.120139997,Dworshak,2021,2101.7,2035.764,NA,143,NA,NA,Snake,052321MC6,5/23/2021,3
44582,YES,150,NA,30.5,0.903703704,Dworshak,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44595,YES,143,136,30.4,1.039598073,Dworshak,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44793,YES,148,142,32.6,1.0056166,Dworshak,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44831,YES,156.02574,152,41.1,1.08206426,Dworshak,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44976,YES,162,160,44.7,1.051386719,Dworshak,2021,2219.4,NA,NA,144,NA,NA,Snake,052421MC15,5/24/2021,3
44999,YES,158,150,35.9,0.910171445,Dworshak,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45026,YES,143.7147,140,31,1.044378965,Dworshak,2021,2230.7,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45040,YES,148.8443,145,33.8,1.024991034,Dworshak,2021,2273.9,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45052,YES,164,157,40.8,0.924972052,Dworshak,2021,2335.8,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45108,YES,147,140,31.1,0.979057932,Dworshak,2021,2254.8,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45316,YES,155,152,40,1.074149911,Dworshak,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44466,YES,NA,NA,NA,NA,Leavenworth,2021,NA,NA,NA,NA,NA,NA,Upper,NA,NA,NA
44526,YES,134.48142,131,27.2,1.118361113,Leavenworth,2021,NA,NA,NA,NA,NA,NA,Upper,NA,NA,NA
44552,YES,130.37774,127,22.7,1.024272531,Leavenworth,2021,2274,2216.935,NA,143,NA,NA,Upper,052321MC3,5/23/2021,4
44997,YES,151,145,38.5,1.118226777,Leavenworth,2021,NA,NA,NA,NA,NA,NA,Upper,NA,NA,NA
44477,YES,140,138,31,1.129737609,Little White Salmon,2021,2223.9,NA,NA,143,NA,NA,Mid,052321MC3,5/23/2021,4
44542,YES,149.87022,146,37.6,1.11697073,Little White Salmon,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44545,YES,151.92206,148,29.4,0.838464738,Little White Salmon,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44547,YES,151.92206,148,37.9,1.08087807,Little White Salmon,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44597,YES,150,148,33.5,0.992592593,Little White Salmon,2021,2509,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44606,YES,145.76654,142,37.3,1.204301666,Little White Salmon,2021,2309.6,2260.952,NA,143,NA,NA,Mid,052321MC8,5/23/2021,3
44662,YES,195,190,78.8,1.062728678,Little White Salmon,2021,3105,NA,NA,143,NA,NA,Mid,052321MC9,5/23/2021,4
44990,YES,162,156,41.1,0.966711227,Little White Salmon,2021,2590.3,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45039,YES,149.87022,146,33.4,0.992202809,Little White Salmon,2021,2548.6,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45044,YES,145.76654,142,38.3,1.236588575,Little White Salmon,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45104,YES,163,154,44.7,1.032154517,Little White Salmon,2021,2382.3,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45193,YES,150,145,34.8,1.031111089,Little White Salmon,2021,2445.3,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45314,YES,168,163,54.7,1.153611262,Little White Salmon,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45475,YES,167.31086,163,56.2,1.199952146,Little White Salmon,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45596,YES,169,162,53.4,1.106320999,Little White Salmon,2021,2357.3,NA,NA,146,NA,NA,Mid,052621MC25,5/26/2021,4
45629,YES,165,162,48.5,1.079667195,Little White Salmon,2021,2423.8,2268.931,NA,146,NA,NA,Mid,052621MC26,5/26/2021,4
45645,YES,156,147,45,1.185328478,Little White Salmon,2021,2392.7,NA,NA,146,NA,NA,Mid,052621MC27,5/26/2021,4
45648,YES,170,160,48.1,0.979035182,Little White Salmon,2021,2655.2,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45680,YES,180,172,68,1.165980796,Little White Salmon,2021,2558.4,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45693,YES,166,161,50.5,1.103995019,Little White Salmon,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45801,YES,171,163,54.2,1.083954272,Little White Salmon,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44430,YES,140,138,23.6,0.860058323,McCall,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44479,YES,151,146,34.1,0.990429387,McCall,2021,2287,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44556,YES,148.8443,145,32.2,0.976470794,McCall,2021,2446.3,2316.565,NA,143,NA,NA,Snake,052321MC3,5/23/2021,4
44782,YES,148.8443,145,37.7,1.143259279,McCall,2021,2518.6,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44791,YES,165,158,38.2,0.850377066,McCall,2021,2826.6,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45074,YES,161,153,39,0.934516511,McCall,2021,2312.8,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44512,YES,160,155,46.7,1.140136737,Parkdale,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44589,YES,149,143,32.1,0.970389763,Parkdale,2021,2179.1,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44812,YES,170,162,49.5,1.00753104,Parkdale,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45478,YES,166.28494,162,54.3,1.180975993,Parkdale,2021,2365.8,NA,NA,145,NA,NA,Mid,052521MC23,5/25/2021,4
45677,YES,173,NA,56.2,1.085420481,Parkdale,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44432,YES,145,142,24.8,0.813481463,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44481,YES,156,150,35.9,0.945628759,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44530,YES,148.8443,145,35.2,1.067446331,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44531,YES,137.55918,134,24.6,0.945075226,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44541,YES,149.87022,146,33.1,0.983290717,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44590,YES,165,160,38.5,0.857055403,Rapid River,2021,2622.4,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44593,YES,149,145,28.5,0.861561046,Rapid River,2021,2426.6,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44602,YES,156,153,36.5,0.961433099,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44661,YES,150,146,31.5,0.933333333,Rapid River,2021,2582.6,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44970,YES,160,153,41.8,1.020507794,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44978,YES,143,138,29.8,1.019079677,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44988,YES,168,163,47.4,0.999655847,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44992,YES,168,160,49.8,1.050271283,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45027,YES,172.44046,168,53.7,1.047265444,Rapid River,2021,2650.4,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45063,YES,166,159,44.4,0.970641199,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45088,YES,161,155,48,1.150174168,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45736,YES,166.28494,162,53.3,1.159226895,Rapid River,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44446,YES,135.50734,132,24.7,0.992678249,Sawtooth,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44483,YES,145,140,26.1,0.856123675,Sawtooth,2021,NA,NA,NA,NA,NA,NA,Snake,NA,NA,NA
44524,YES,146.79246,143,33.7,1.065414652,Sawtooth,2021,2362.5,NA,NA,NA,NA,NA,Snake,NA,NA,NA
45002,YES,182,174,66.9,1.109716296,Walla Walla,2021,2918.5,2756.651,NA,144,NA,NA,Mid,052421MC15,5/24/2021,4
45041,YES,135.50734,132,26.6,1.069038097,Walla Walla,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45682,YES,176,170,65.5,1.201443346,Walla Walla,2021,NA,NA,NA,NA,NA,NA,Mid,NA,NA,NA
45702,YES,200,195,100.3,1.253750038,Walla Walla,2021,3117,NA,NA,NA,NA,NA,Mid,NA,NA,NA
44448,NO,114.98894,112,14.3,0.940519559,Wild,2021,NA,NA,NA,NA,NA,NA,Wild,NA,NA,NA
44485,NO,154,150,32.9,0.900811155,Wild,2021,NA,NA,NA,NA,NA,NA,Wild,NA,NA,NA
44529,NO,149.87022,146,37.4,1.111029487,Wild,2021,NA,NA,NA,NA,NA,NA,Wild,NA,NA,NA
44548,NO,118.0667,115,17.2,1.045071951,Wild,2021,NA,NA,NA,NA,NA,NA,Wild,NA,NA,NA
44653,NO,160,155,44.5,1.086425781,Wild,2021,NA,NA,NA,NA,NA,NA,Wild,NA,NA,NA
45470,NO,188,177,74.5,1.12119906,Wild,2021,2427.9,NA,NA,145,NA,NA,Wild,052521MC23,5/25/2021,4
45737,NO,151.92206,148,45.1,1.286216289,Wild,2021,2160.9,NA,NA,146,NA,NA,Wild,052621MC28,5/26/2021,4
44444,YES,143.7147,140,26,0.875930745,Winthrop,2021,2555.1,NA,NA,NA,NA,NA,Upper,NA,NA,NA
44454,YES,134.48142,131,24.6,1.011458935,Winthrop,2021,NA,NA,NA,NA,NA,NA,Upper,NA,NA,NA
44491,YES,150,145,33.2,0.983703726,Winthrop,2021,NA,NA,NA,NA,NA,NA,Upper,NA,NA,NA
44551,YES,153.9739,150,37.9,1.038240335,Winthrop,2021,NA,NA,NA,NA,NA,NA,Upper,NA,NA,NA
