Month,Year,StationCode,salmon.id,CommonName,Age_ClassByLength,Tag,FieldLength_mm,LabLength_mm,fish_mass,FultonCondition,FINAL_GSI,PBTHatcheryAssignment,StartLat,StartLong
May,2016,052416MC8,36795,Chinook salmon,yearling,YES,137,131,24,0.933360764,Interior_Sp,Sawtooth,46.685,-124.4055
May,2016,052416MC8,36796,Chinook salmon,yearling,YES,138,132,28.2,1.073029992,Interior_Sp,Cle_Elum,46.685,-124.4055
May,2016,052416MC8,36797,Chinook salmon,yearling,YES,144,140,29.3,0.981251046,Interior_Sp,Warm Springs,46.685,-124.4055
May,2016,052416MC8,36798,Chinook salmon,yearling,YES,145,138,27.8,0.911886481,Interior_Sp,Warm Springs,46.685,-124.4055
May,2016,052416MC8,36800,Chinook salmon,yearling,YES,145,141,27.2,0.892205528,Interior_Sp,Warm Springs,46.685,-124.4055
May,2016,052516MC9,36808,Chinook salmon,yearling,YES,146,140,32.8,1.053938492,Interior_Sp,Pahsimeroi,46.68467,-124.405
May,2016,052516MC9,36809,Chinook salmon,yearling,YES,135,129,22.5,0.914494742,Interior_Sp,Dworshak,46.68467,-124.405
May,2016,052516MC9,36810,Chinook salmon,yearling,YES,153,148,33.9,0.946510476,Interior_Sp,Clearwater,46.68467,-124.405
May,2016,052516MC9,36811,Chinook salmon,yearling,YES,141,135,27.7,0.988149017,Interior_Sp,McCall,46.68467,-124.405
May,2016,052516MC9,36812,Chinook salmon,yearling,YES,152,147,34.2,0.973857362,Interior_Sp,Rapid River,46.68467,-124.405
May,2016,052516MC9,36813,Chinook salmon,yearling,YES,146,140,29.5,0.94790202,Interior_Sp,Rapid River,46.68467,-124.405
May,2016,052516MC9,36814,Chinook salmon,yearling,YES,150,144,33.1,0.980740696,Interior_Sp,Rapid River,46.68467,-124.405
May,2016,052516MC9,36815,Chinook salmon,yearling,YES,173,167,46.7,0.901941932,Interior_Sp,Clearwater,46.68467,-124.405
May,2016,052516MC9,36816,Chinook salmon,yearling,YES,143,136,27.8,0.950685066,Interior_Sp,Chief Joseph,46.68467,-124.405
May,2016,052516MC9,36817,Chinook salmon,yearling,YES,141,135,25.1,0.895398557,Interior_Sp,,46.68467,-124.405
May,2016,052516MC9,36818,Chinook salmon,yearling,YES,144,140,29.4,0.984600039,Interior_Sp,Rapid River,46.68467,-124.405
May,2016,052516MC9,36819,Chinook salmon,yearling,YES,168,164,50,1.054489256,Interior_Sp,Dworshak,46.68467,-124.405
May,2016,052516MC9,36820,Chinook salmon,yearling,YES,137,134,23.8,0.925582728,Interior_Sp,,46.68467,-124.405
May,2016,052516MC9,36821,Chinook salmon,yearling,YES,147,142,30.6,0.963317451,Interior_Sp,Pahsimeroi,46.68467,-124.405
May,2016,052516MC10,36849,Chinook salmon,yearling,YES,154,149,33.517,0.917704802,Interior_Sp,,46.613,-124.3683
May,2016,052516MC10,36851,Chinook salmon,yearling,YES,147,140,26.327,0.828799277,Interior_Sp,Chief Joseph,46.613,-124.3683
May,2016,052516MC10,36852,Chinook salmon,yearling,YES,148,150,30.202,0.931645203,Interior_Sp,,46.613,-124.3683
May,2016,052516MC11,36859,Chinook salmon,yearling,YES,163,157,42.263,0.975882463,Interior_Sp,Dworshak,46.54417,-124.3633
May,2016,052516MC11,36860,Chinook salmon,yearling,YES,162,152,37.28,0.876861274,Interior_Sp,McCall,46.54417,-124.3633
May,2016,052516MC11,36861,Chinook salmon,yearling,YES,151,144,33.2,0.964289087,Interior_Sp,Pahsimeroi,46.54417,-124.3633
May,2016,052516MC11,36862,Chinook salmon,yearling,YES,159,154,40.394,1.004906138,Interior_Sp,Warm Springs,46.54417,-124.3633
May,2016,052516MC12,36867,Chinook salmon,yearling,YES,152,145,36.8,1.047893257,Interior_Sp,McCall,46.4895,-124.3515
May,2016,052516MC12,36868,Chinook salmon,yearling,YES,132,127,17.561,0.763532315,Interior_Sp,,46.4895,-124.3515
May,2016,052516MC12,36869,Chinook salmon,yearling,YES,143,139,26.251,0.897713447,Interior_Sp,Sawtooth,46.4895,-124.3515
May,2016,052516MC12,36870,Chinook salmon,yearling,YES,143,138,26.185,0.895456425,Interior_Sp,Sawtooth,46.4895,-124.3515
May,2016,052516MC12,36871,Chinook salmon,yearling,YES,147,140,28.354,0.892611201,Interior_Sp,Rapid River,46.4895,-124.3515
May,2016,052516MC12,36872,Chinook salmon,yearling,YES,132,130,21.517,0.935534764,Interior_Sp,Dworshak,46.4895,-124.3515
May,2016,052516MC12,36875,Chinook salmon,yearling,YES,171,182,48,0.95995949,Interior_Sp,Clearwater,46.4895,-124.3515
May,2016,052516MC12,36876,Chinook salmon,yearling,YES,148,145,27,0.832872683,Interior_Sp,McCall,46.4895,-124.3515
May,2016,052516MC12,36877,Chinook salmon,yearling,YES,163,156,36,0.831265368,Interior_Sp,McCall,46.4895,-124.3515
May,2016,052516MC12,36878,Chinook salmon,yearling,YES,151,144,30.7,0.891676959,Interior_Sp,Leavenworth,46.4895,-124.3515
May,2016,052516MC12,36879,Chinook salmon,yearling,YES,144,134,24.4,0.81715105,Interior_Sp,Leavenworth,46.4895,-124.3515
May,2016,052516MC12,36880,Chinook salmon,yearling,YES,145,137,28.6,0.938127857,Interior_Sp,Pahsimeroi,46.4895,-124.3515
May,2016,052516MC12,36881,Chinook salmon,yearling,YES,149,142,21.6,0.652972594,Interior_Sp,McCall,46.4895,-124.3515
May,2016,052516MC12,36882,Chinook salmon,yearling,YES,143,139,26,0.889129942,Interior_Sp,Dworshak,46.4895,-124.3515
May,2016,052516MC12,36883,Chinook salmon,yearling,YES,166,159,45.8,1.001246951,Interior_Sp,Pahsimeroi,46.4895,-124.3515
May,2016,052516MC12,36884,Chinook salmon,yearling,YES,180,173,58.9,1.009945156,Interior_Sp,Pahsimeroi,46.4895,-124.3515
May,2016,052516MC12,36885,Chinook salmon,yearling,YES,163,158,41.8,0.965191438,Interior_Sp,Clearwater,46.4895,-124.3515
May,2016,052516MC12,36886,Chinook salmon,yearling,YES,173,167,55.6,1.073832318,Interior_Sp,Rapid River,46.4895,-124.3515
May,2016,052516MC12,36887,Chinook salmon,yearling,YES,150,146,31.2,0.924444467,Interior_Sp,,46.4895,-124.3515
May,2016,052516MC12,36888,Chinook salmon,yearling,YES,149,145,32.9,0.994574025,Interior_Sp,McCall,46.4895,-124.3515
May,2016,052516MC12,36889,Chinook salmon,yearling,YES,161,158,42,1.006402397,Interior_Sp,,46.4895,-124.3515
May,2016,052516MC12,36890,Chinook salmon,yearling,YES,151,145,31.4,0.912008321,Interior_Sp,Pahsimeroi,46.4895,-124.3515
May,2016,052516MC12,36891,Chinook salmon,yearling,YES,164,160,39.9,0.904568308,Interior_Sp,Rapid River,46.4895,-124.3515
May,2016,052516MC12,36892,Chinook salmon,yearling,YES,151,147,31,0.900390392,Interior_Sp,Rapid River,46.4895,-124.3515
May,2016,052516MC12,36893,Chinook salmon,yearling,YES,173,166,47.5,0.917392743,Interior_Sp,Clearwater,46.4895,-124.3515
May,2016,052516MC12,36896,Chinook salmon,yearling,YES,139,135,25,0.93088409,Interior_Sp,Pahsimeroi,46.4895,-124.3515
May,2016,052516MC12,36900,Chinook salmon,yearling,YES,153,150,36.2,1.010727977,Interior_Sp,Warm Springs,46.4895,-124.3515
May,2016,052516MC12,36902,Chinook salmon,yearling,YES,159,147,39.9,0.992616613,Interior_Sp,McCall,46.4895,-124.3515
May,2016,052516MC12,36903,Chinook salmon,yearling,YES,139,133,27.1,1.009078368,Interior_Sp,Lookingglass,46.4895,-124.3515
May,2016,052516MC12,36904,Chinook salmon,yearling,YES,148,140,22.8,0.703314686,Interior_Sp,Pahsimeroi,46.4895,-124.3515
May,2016,052516MC12,36905,Chinook salmon,yearling,YES,137,134,25,0.972250796,Interior_Sp,Rapid River,46.4895,-124.3515
May,2016,052516MC12,36907,Chinook salmon,yearling,YES,170,162,46.9,0.954610249,Interior_Sp,Pahsimeroi,46.4895,-124.3515
May,2016,052516MC12,36909,Chinook salmon,yearling,YES,143,138,26.3,0.899389107,Interior_Sp,Carson,46.4895,-124.3515
May,2016,052516MC12,36910,Chinook salmon,yearling,YES,143,136,27.5,0.9404259,Interior_Sp,McCall,46.4895,-124.3515
May,2016,052516MC12,36911,Chinook salmon,yearling,YES,172,164,52.6,1.033713983,Interior_Sp,McCall,46.4895,-124.3515
May,2016,052516MC13,36917,Chinook salmon,yearling,YES,152,147,25.1,0.714731568,Interior_Sp,,46.417,-124.3238
May,2016,052516MC14,36954,Chinook salmon,yearling,YES,162,155,41.892,0.985339819,Interior_Sp,Winthrop,46.36683,-124.3108
May,2016,052516MC14,36956,Chinook salmon,yearling,YES,174,165,53.316,1.012068318,Interior_Sp,Pahsimeroi,46.36683,-124.3108
May,2016,052616MC16,36993,Chinook salmon,yearling,YES,154,148,31.437,0.860753776,Interior_Sp,Methow,46.3425,-124.3907
May,2016,052616MC19,37026,Chinook salmon,yearling,YES,145,140,27.2,0.892205528,Interior_Sp,Methow,46.25783,-124.2898
May,2016,052616MC19,37036,Chinook salmon,yearling,YES,156,153,30.4,0.800755229,Interior_Sp,,46.25783,-124.2898
May,2016,052616MC20,37145,Chinook salmon,yearling,YES,181,175,59.236,0.998964374,Interior_Sp,Pahsimeroi,46.17883,-124.3237
May,2016,052616MC20,37146,Chinook salmon,yearling,YES,141,136,26.789,0.955650645,Interior_Sp,Dworshak,46.17883,-124.3237
May,2016,052616MC22,37197,Chinook salmon,yearling,YES,143,141,27.18,0.929482773,Interior_Sp,Lookingglass,46.1695,-124.4528
May,2016,052716MC23,37231,Chinook salmon,yearling,YES,135,131,24.6,0.9998476,Interior_Sp,Methow,46.54583,-124.363
May,2016,052716MC23,37232,Chinook salmon,yearling,YES,220,213,139.7,1.311983442,Interior_Sp,,46.54583,-124.363
May,2016,052716MC23,37233,Chinook salmon,yearling,YES,226,220,143.7,1.244891328,Interior_Sp,,46.54583,-124.363
May,2016,052716MC23,37234,Chinook salmon,yearling,YES,156,151,37.13,0.978027625,Interior_Sp,,46.54583,-124.363
May,2016,052716MC23,37235,Chinook salmon,yearling,YES,157,145,33.954,0.877388563,Interior_Sp,Parkdale,46.54583,-124.363
May,2016,052716MC23,37236,Chinook salmon,yearling,YES,167,160,48.957,1.051151602,Interior_Sp,Leavenworth,46.54583,-124.363
May,2016,052716MC23,37237,Chinook salmon,yearling,YES,158,151,37.789,0.958063192,Interior_Sp,Rapid River,46.54583,-124.363
May,2016,052716MC23,37238,Chinook salmon,yearling,YES,144,135,23.232,0.778034991,Interior_Sp,,46.54583,-124.363
May,2016,052716MC24,37244,Chinook salmon,yearling,YES,149,146,32.483,0.981967917,Interior_Sp,Pahsimeroi,46.57817,-124.3685
May,2016,052716MC24,37245,Chinook salmon,yearling,YES,170,162,55.216,1.123875424,Interior_Sp,Carson,46.57817,-124.3685
May,2016,052716MC24,37247,Chinook salmon,yearling,YES,197,188,76.31699,0.998211516,Interior_Sp,Parkdale,46.57817,-124.3685
May,2016,052716MC25,37256,Chinook salmon,yearling,YES,152,147,33.032,0.940598162,Interior_Sp,Rapid River,46.61317,-124.3688
May,2016,052716MC25,37257,Chinook salmon,yearling,YES,159,155,38.567,0.959454661,Interior_Sp,Rapid River,46.61317,-124.3688
May,2016,052716MC25,37258,Chinook salmon,yearling,YES,162,155,43.198,1.01605827,Interior_Sp,Pahsimeroi,46.61317,-124.3688
May,2016,052716MC26,37274,Chinook salmon,yearling,YES,144,136,28.033,0.93881953,Interior_Sp,Dworshak,46.648,-124.3835
May,2016,052716MC26,37276,Chinook salmon,yearling,YES,154,150,35.474,0.97128792,Interior_Sp,Clearwater,46.648,-124.3835
May,2016,052716MC26,37277,Chinook salmon,yearling,YES,159,154,39.166,0.974356419,Interior_Sp,,46.648,-124.3835
May,2016,052716MC27,37298,Chinook salmon,yearling,YES,156,150,41.1,1.08259997,Interior_Sp,Warm Springs,46.6845,-124.4075
May,2016,052716MC27,37299,Chinook salmon,yearling,YES,141,136,26.1,0.931071806,Interior_Sp,,46.6845,-124.4075
May,2016,052716MC27,37301,Chinook salmon,yearling,YES,157,153,37.79,0.976512811,Interior_Sp,Sawtooth,46.6845,-124.4075
May,2016,052716MC27,37302,Chinook salmon,yearling,YES,145,135,26.452,0.86766984,Interior_Sp,Lookingglass,46.6845,-124.4075
May,2016,052716MC27,37303,Chinook salmon,yearling,YES,157,151,36.064,0.931912148,Interior_Sp,Clearwater,46.6845,-124.4075
May,2016,052716MC27,37304,Chinook salmon,yearling,YES,158,153,37.362,0.947237427,Interior_Sp,McCall,46.6845,-124.4075
May,2016,052716MC27,37305,Chinook salmon,yearling,YES,166,158,43.453,0.949938507,Interior_Sp,Clearwater,46.6845,-124.4075
May,2016,052716MC27,37306,Chinook salmon,yearling,YES,158,142,32.388,0.821131809,Interior_Sp,McCall,46.6845,-124.4075
May,2016,052716MC27,37307,Chinook salmon,yearling,YES,145,139,30.371,0.996219554,Interior_Sp,Sawtooth,46.6845,-124.4075
May,2016,052716MC27,37308,Chinook salmon,yearling,YES,158,155,37.6,0.953271406,Interior_Sp,Clearwater,46.6845,-124.4075
May,2016,052716MC27,37309,Chinook salmon,yearling,YES,146,141,31.1,0.999313667,Interior_Sp,,46.6845,-124.4075
May,2016,052716MC27,37310,Chinook salmon,yearling,YES,162,160,44.8,1.053738779,Interior_Sp,Rapid River,46.6845,-124.4075
May,2016,052716MC27,37317,Chinook salmon,yearling,YES,152,143,33.9,0.965314776,Interior_Sp,Lookingglass,46.6845,-124.4075
May,2016,052716MC28,37351,Chinook salmon,yearling,YES,151,146,31,0.900390392,Interior_Sp,Carson,46.68717,-124.4048
May,2016,052716MC28,37352,Chinook salmon,yearling,YES,170,145,35.4,0.720537381,Interior_Sp,Sawtooth,46.68717,-124.4048
May,2016,052716MC28,37353,Chinook salmon,yearling,YES,166,161,49.2,1.075575362,Interior_Sp,McCall,46.68717,-124.4048
May,2016,052716MC28,37354,Chinook salmon,yearling,YES,166,161,45.856,1.002471178,Interior_Sp,Rapid River,46.68717,-124.4048
May,2016,052716MC28,37355,Chinook salmon,yearling,YES,156,153,40.662,1.07106288,Interior_Sp,Rapid River,46.68717,-124.4048
May,2016,052716MC28,37357,Chinook salmon,yearling,YES,161,155,40.901,0.980068224,Interior_Sp,McCall,46.68717,-124.4048
May,2016,052716MC28,37358,Chinook salmon,yearling,YES,171,162,41.881,0.837584588,Interior_Sp,Clearwater,46.68717,-124.4048
May,2016,052716MC28,37360,Chinook salmon,yearling,YES,172,164,49.6,0.97475691,Interior_Sp,,46.68717,-124.4048
May,2016,052716MC29,37370,Chinook salmon,yearling,YES,138,133,26.7,1.01595393,Interior_Sp,Lookingglass,46.68583,-124.4102
May,2016,052716MC29,37371,Chinook salmon,yearling,YES,170,167,52.3,1.064522679,Interior_Sp,McCall,46.68583,-124.4102
May,2016,052716MC29,37373,Chinook salmon,yearling,YES,150,145,35.839,1.061896317,Interior_Sp,,46.68583,-124.4102
May,2016,052716MC29,37374,Chinook salmon,yearling,YES,154,152,36.642,1.003268063,Interior_Sp,Leavenworth,46.68583,-124.4102
May,2016,052716MC29,37375,Chinook salmon,yearling,YES,150,147,30.432,0.901688865,Interior_Sp,Leavenworth,46.68583,-124.4102
May,2016,052716MC29,37376,Chinook salmon,yearling,YES,145,142,30.625,1.004551232,Interior_Sp,McCall,46.68583,-124.4102
May,2016,052716MC29,37377,Chinook salmon,yearling,YES,132,130,23.804,1.034970876,Interior_Sp,Leavenworth,46.68583,-124.4102
May,2016,052716MC29,37379,Chinook salmon,yearling,YES,155,150,40.2,1.079520681,Interior_Sp,Winthrop,46.68583,-124.4102
May,2016,052716MC29,37380,Chinook salmon,yearling,YES,164,160,43.8,0.992984704,Interior_Sp,McCall,46.68583,-124.4102
May,2016,052716MC29,37381,Chinook salmon,yearling,YES,163,158,45.4,1.048318027,Interior_Sp,Rapid River,46.68583,-124.4102
May,2016,052716MC29,37384,Chinook salmon,yearling,YES,156,151,34.3,0.903483687,Interior_Sp,McCall,46.68583,-124.4102
May,2016,052716MC29,37385,Chinook salmon,yearling,YES,179,171,65.9,1.149016676,Interior_Sp,Pahsimeroi,46.68583,-124.4102
May,2016,052716MC29,37386,Chinook salmon,yearling,YES,146,144,27.3,0.877210997,Interior_Sp,Rapid River,46.68583,-124.4102
May,2016,052716MC29,37387,Chinook salmon,yearling,YES,156,149,42.8,1.127379066,Interior_Sp,Lookingglass,46.68583,-124.4102
May,2016,052716MC29,37388,Chinook salmon,yearling,YES,177,173,63.9,1.152341146,Interior_Sp,Pahsimeroi,46.68583,-124.4102
May,2016,052716MC29,37389,Chinook salmon,yearling,YES,179,173,58.7,1.023479183,Interior_Sp,Rapid River,46.68583,-124.4102
May,2016,052716MC29,37390,Chinook salmon,yearling,YES,161,155,45,1.078288282,Interior_Sp,,46.68583,-124.4102
May,2016,052716MC29,37391,Chinook salmon,yearling,YES,137,131,25.9,1.007251809,Interior_Sp,Dworshak,46.68583,-124.4102
May,2016,052816MC30,37400,Chinook salmon,yearling,YES,156,154,37.1,0.977237439,Interior_Sp,McCall,46.681,-124.4102
May,2016,052816MC30,37401,Chinook salmon,yearling,YES,148,145,30.8,0.950091778,Interior_Sp,Leavenworth,46.681,-124.4102
May,2016,052816MC30,37403,Chinook salmon,yearling,YES,145,140,27.804,0.912017678,Interior_Sp,Rapid River,46.681,-124.4102
May,2016,052816MC30,37404,Chinook salmon,yearling,YES,153,148,33.778,0.94310411,Interior_Sp,McCall,46.681,-124.4102
May,2016,052816MC30,37405,Chinook salmon,yearling,YES,152,150,34.25,0.975281109,Interior_Sp,Sawtooth,46.681,-124.4102
May,2016,052816MC30,37406,Chinook salmon,yearling,YES,158,152,33.5,0.849324293,Interior_Sp,Clearwater,46.681,-124.4102
May,2016,052816MC30,37407,Chinook salmon,yearling,YES,158,153,39.3,0.996371464,Interior_Sp,Clearwater,46.681,-124.4102
May,2016,052816MC30,37408,Chinook salmon,yearling,YES,154,152,31.6,0.865216764,Interior_Sp,Leavenworth,46.681,-124.4102
May,2016,052816MC30,37409,Chinook salmon,yearling,YES,163,160,41.9,0.967500561,Interior_Sp,Clearwater,46.681,-124.4102
May,2016,052816MC30,37410,Chinook salmon,yearling,YES,165,164,43.7,0.972813552,Interior_Sp,Rapid River,46.681,-124.4102
May,2016,052816MC30,37411,Chinook salmon,yearling,YES,155,151,36.4,0.97747646,Interior_Sp,McCall,46.681,-124.4102
May,2016,052816MC30,37413,Chinook salmon,yearling,YES,165,160,42.2,0.939421783,Interior_Sp,,46.681,-124.4102
May,2016,052816MC30,37414,Chinook salmon,yearling,YES,167,162,44.8,0.961897051,Interior_Sp,Carson,46.681,-124.4102
May,2016,052816MC30,37415,Chinook salmon,yearling,YES,168,165,44.1,0.930059492,Interior_Sp,Rapid River,46.681,-124.4102
May,2016,052816MC30,37416,Chinook salmon,yearling,YES,153,149,39.3,1.097281986,Interior_Sp,Lookingglass,46.681,-124.4102
May,2016,052816MC30,37417,Chinook salmon,yearling,YES,172,172,51.2,1.006200727,Interior_Sp,Rapid River,46.681,-124.4102
May,2016,052816MC30,37418,Chinook salmon,yearling,YES,157,156,38.3,0.989691427,Interior_Sp,McCall,46.681,-124.4102
May,2016,052816MC30,37421,Chinook salmon,yearling,YES,157,154,40.5,1.046540563,Interior_Sp,Pahsimeroi,46.681,-124.4102
May,2016,052816MC30,37423,Chinook salmon,yearling,YES,155,150,36.2,0.97210569,Interior_Sp,,46.681,-124.4102
May,2016,052816MC32,37433,Chinook salmon,yearling,YES,161,156,43.9,1.051930161,Interior_Sp,,46.68567,-124.4173
May,2016,052816MC32,37434,Chinook salmon,yearling,YES,165,160,41.8,0.930517277,Interior_Sp,,46.68567,-124.4173
May,2016,052816MC32,37435,Chinook salmon,yearling,YES,137,134,24.5,0.95280578,Interior_Sp,Methow,46.68567,-124.4173
May,2016,052816MC32,37436,Chinook salmon,yearling,YES,145,140,34,1.115256878,Interior_Sp,Winthrop,46.68567,-124.4173
May,2016,052816MC32,37437,Chinook salmon,yearling,YES,158,152,40.89,1.036682681,Interior_Sp,McCall,46.68567,-124.4173
May,2016,052816MC32,37439,Chinook salmon,yearling,YES,155,149,37.271,1.000866031,Interior_Sp,Rapid River,46.68567,-124.4173
May,2016,052816MC32,37440,Chinook salmon,yearling,YES,148,142,34.334,1.05910557,Interior_Sp,,46.68567,-124.4173
May,2016,052816MC32,37441,Chinook salmon,yearling,YES,161,155,38.076,0.912375664,Interior_Sp,Methow,46.68567,-124.4173
May,2016,052816MC32,37442,Chinook salmon,yearling,YES,174,169,61,1.157929425,Interior_Sp,Cle_Elum,46.68567,-124.4173
May,2016,052816MC32,37443,Chinook salmon,yearling,YES,179,175,60.2,1.049632825,Interior_Sp,Pahsimeroi,46.68567,-124.4173
May,2016,052816MC32,37444,Chinook salmon,yearling,YES,170,172,48.8,0.993283111,Interior_Sp,Rapid River,46.68567,-124.4173
May,2016,052816MC32,37445,Chinook salmon,yearling,YES,186,183,66.9,1.039650328,Interior_Sp,Leavenworth,46.68567,-124.4173
May,2016,052816MC33,37454,Chinook salmon,yearling,YES,142,137,24.6,0.859152149,Interior_Sp,Methow,46.68417,-124.4128
May,2016,052816MC33,37455,Chinook salmon,yearling,YES,152,145,34.3,0.976704855,Interior_Sp,Clearwater,46.68417,-124.4128
May,2016,052816MC33,37456,Chinook salmon,yearling,YES,152,145,32.3,0.919754133,Interior_Sp,Rapid River,46.68417,-124.4128
May,2016,052816MC33,37457,Chinook salmon,yearling,YES,162,157,46.3,1.089020212,Interior_Sp,McCall,46.68417,-124.4128
May,2016,052816MC34,37469,Chinook salmon,yearling,YES,155,153,37.1,0.996274002,Interior_Sp,McCall,46.65217,-124.3357
May,2016,052816MC34,37470,Chinook salmon,yearling,YES,176,171,58.4,1.071210584,Interior_Sp,Warm Springs,46.65217,-124.3357
May,2016,052816MC34,37471,Chinook salmon,yearling,YES,133,130,20.743,0.881691482,Interior_Sp,Dworshak,46.65217,-124.3357
May,2016,052816MC34,37472,Chinook salmon,yearling,YES,167,162,44,0.944720334,Interior_Sp,Rapid River,46.65217,-124.3357
May,2016,052816MC34,37475,Chinook salmon,yearling,YES,161,154,41.4,0.992025256,Interior_Sp,Pahsimeroi,46.65217,-124.3357
May,2016,052816MC34,37476,Chinook salmon,yearling,YES,161,156,41.1,0.984836594,Interior_Sp,Rapid River,46.65217,-124.3357
May,2016,052816MC34,37477,Chinook salmon,yearling,YES,165,158,43.739,0.97368177,Interior_Sp,Clearwater,46.65217,-124.3357
May,2016,052816MC34,37478,Chinook salmon,yearling,YES,161,155,44.564,1.067840847,Interior_Sp,McCall,46.65217,-124.3357
May,2016,052816MC34,37479,Chinook salmon,yearling,YES,175,168,54.348,1.014073461,Interior_Sp,Pahsimeroi,46.65217,-124.3357
May,2016,052816MC34,37480,Chinook salmon,yearling,YES,167,163,47.279,1.015123455,Interior_Sp,Rapid River,46.65217,-124.3357
May,2016,052816MC34,37481,Chinook salmon,yearling,YES,172,171,61.4,1.20665479,Interior_Sp,Carson,46.65217,-124.3357
May,2016,052816MC34,37483,Chinook salmon,yearling,YES,186,179,70.3,1.092487587,Interior_Sp,Pahsimeroi,46.65217,-124.3357
May,2016,052816MC34,37491,Chinook salmon,yearling,YES,203,198,118.7,1.418935303,Interior_Sp,Dworshak,46.65217,-124.3357
May,2016,052816MC34,37494,Chinook salmon,yearling,YES,188,183,76.2,1.146783422,Interior_Sp,Little White Salmon,46.65217,-124.3357
May,2016,052816MC35,37537,Chinook salmon,yearling,YES,150,142,35,1.037037037,Interior_Sp,Dworshak,46.68317,-124.358
May,2016,052816MC35,37540,Chinook salmon,yearling,YES,155,147,34.576,0.928495189,Interior_Sp,Clearwater,46.68317,-124.358
May,2016,052816MC35,37541,Chinook salmon,yearling,YES,157,146,40.747,1.052923211,Interior_Sp,McCall,46.68317,-124.358
May,2016,052816MC35,37542,Chinook salmon,yearling,YES,168,162,50.7,1.069252122,Interior_Sp,McCall,46.68317,-124.358
May,2016,052916MC37,37595,Chinook salmon,yearling,YES,170,168,53.7,1.093018538,Interior_Sp,Rapid River,47.32383,-124.6742
May,2016,052916MC37,37596,Chinook salmon,yearling,YES,179,173,60.3,1.051376374,Interior_Sp,Pahsimeroi,47.32383,-124.6742
May,2016,052916MC37,37597,Chinook salmon,yearling,YES,174,168,64.7,1.22816443,Interior_Sp,,47.32383,-124.6742
May,2016,052916MC37,37598,Chinook salmon,yearling,YES,163,159,45.8,1.057554257,Interior_Sp,Rapid River,47.32383,-124.6742
May,2016,052916MC37,37599,Chinook salmon,yearling,YES,155,150,42.7,1.146655051,Interior_Sp,Leavenworth,47.32383,-124.6742
May,2016,052916MC37,37600,Chinook salmon,yearling,YES,157,151,44,1.13698234,Interior_Sp,Carson,47.32383,-124.6742
May,2016,052916MC37,37602,Chinook salmon,yearling,YES,160,155,43.2,1.054687519,Interior_Sp,Warm Springs,47.32383,-124.6742
May,2016,052916MC37,37603,Chinook salmon,yearling,YES,173,167,52.6,1.015891724,Interior_Sp,Leavenworth,47.32383,-124.6742
May,2016,052916MC37,37604,Chinook salmon,yearling,YES,152,147,36.5,1.039350671,Interior_Sp,,47.32383,-124.6742
May,2016,052916MC38,37711,Chinook salmon,yearling,YES,170,171,49.9,1.015672736,Interior_Sp,Clearwater,47.32433,-124.659
May,2016,052916MC38,37712,Chinook salmon,yearling,YES,158,151,45.3,1.148489248,Interior_Sp,Rapid River,47.32433,-124.659
May,2016,052916MC38,37713,Chinook salmon,yearling,YES,165,157,48.4,1.077441111,Interior_Sp,Little White Salmon,47.32433,-124.659
May,2016,052916MC38,37714,Chinook salmon,yearling,YES,165,160,44.9,0.999526984,Interior_Sp,Rapid River,47.32433,-124.659
May,2016,052916MC39,37794,Chinook salmon,yearling,YES,147,145,34.6,1.089241239,Interior_Sp,Dworshak,47.33017,-124.622
May,2016,052916MC39,37796,Chinook salmon,yearling,YES,148,145,31.8,0.980938914,Interior_Sp,McCall,47.33017,-124.622
May,2016,052916MC39,37797,Chinook salmon,yearling,YES,169,165,48.4,1.002732893,Interior_Sp,,47.33017,-124.622
May,2016,052916MC39,37798,Chinook salmon,yearling,YES,147,147,30.4,0.957021234,Interior_Sp,Lookingglass,47.33017,-124.622
May,2016,052916MC39,37799,Chinook salmon,yearling,YES,162,158,41.9,0.985528063,Interior_Sp,Lookingglass,47.33017,-124.622
May,2016,052916MC39,37800,Chinook salmon,yearling,YES,154,153,40.9,1.119853371,Interior_Sp,Warm Springs,47.33017,-124.622
May,2016,052916MC41,37936,Chinook salmon,yearling,YES,157,150,37.2,0.961266907,Interior_Sp,Methow,47.32983,-124.5527
May,2016,052916MC41,37937,Chinook salmon,yearling,YES,150,139,31.5,0.933333333,Interior_Sp,Rapid River,47.32983,-124.5527
May,2016,052916MC43,38042,Chinook salmon,yearling,YES,151,144,37.1,1.077563941,Interior_Sp,McCall,47.332,-124.6157
May,2016,052916MC43,38043,Chinook salmon,yearling,YES,147,141,28,0.881466937,Interior_Sp,McCall,47.332,-124.6157
May,2016,052916MC43,38044,Chinook salmon,yearling,YES,157,150,39.3,1.015531934,Interior_Sp,Rapid River,47.332,-124.6157
May,2016,052916MC43,38045,Chinook salmon,yearling,YES,172,165,55,1.080879671,Interior_Sp,Leavenworth,47.332,-124.6157
May,2016,052916MC43,38046,Chinook salmon,yearling,YES,151,147,33.3,0.967193528,Interior_Sp,,47.332,-124.6157
May,2016,052916MC43,38047,Chinook salmon,yearling,YES,146,141,31.9,1.02501946,Interior_Sp,Lookingglass,47.332,-124.6157
May,2016,052916MC43,38048,Chinook salmon,yearling,YES,178,172,52.8,0.936211366,Interior_Sp,Rapid River,47.332,-124.6157
